row,obsid,sourceName,beam,frequency,driftRate,snr,n_beams,n_beams_formed,beam_frac,n_obs_at_freq,n_obs_at_freq_drift,ra,dec
97595,MeerKAT:array_1:20250713T164848Z,Gaia_1315927990371978624,27,675.0000783205032,0.1711223755288908,73.93314,3,64,0.046875,1,1,16.166810191627004,27.124358208049873
25723,MeerKAT:array_1:20250713T164848Z,ex_LEDA_1783593,21,575.9724450111389,-0.11978566287022356,73.74715,1,64,0.015625,1,1,16.183403933333334,26.642824
177691,MeerKAT:array_1:20250704T225450Z,Gaia_2682553804767393792,33,623.9686727523804,-0.00855611877644454,72.90887,4,64,0.0625,1,1,22.195111801745757,1.8550805325322048
48365,MeerKAT:array_1:20250723T234200Z,Gaia_2682572049788419200,22,599.9705791473389,0.09411730654088994,72.14819,3,64,0.046875,1,1,22.226368433677536,1.9978693410845167
171631,MeerKAT:array_1:20250710T030814Z,Gaia_2699215288579160192,58,613.2232749462128,0.01711223755288908,71.95692,4,64,0.0625,2,2,21.486045146657112,5.010083847343987
177655,MeerKAT:array_1:20250704T225450Z,Gaia_2682587374231791744,21,623.9686727523804,-0.00855611877644454,71.86039,4,64,0.0625,1,1,22.20419002851941,2.129215123422028
65059,MeerKAT:array_1:20250713T154120Z,Gaia_1468206399449430784,15,624.0018444657326,0.03422447510577816,70.11467,1,64,0.015625,2,1,13.4935800591525,30.58635148743448
128480,MeerKAT:array_1:20250704T025554Z,Gaia_2682581567435990016,50,576.0017490386963,0.01711223755288908,67.27671,3,64,0.046875,1,1,22.208607917796215,2.055024264276728
28570,MeerKAT:array_1:20250714T001713Z,Gaia_2682511129972264320,21,576.0412091612816,-0.05989283143511178,66.746376,1,64,0.015625,1,1,22.232569318578523,1.7527026923707796
63822,MeerKAT:array_1:20250712T222705Z,Gaia_2682742199212813056,3,623.9690162539482,-0.02566835632933362,64.63294,3,64,0.046875,1,1,22.17546083503726,1.9838907729510633
9562,MeerKAT:array_1:20250731T233401Z,Gaia_2536530895297967872,38,551.9992517232895,-0.03422447510577816,63.421,1,64,0.015625,1,1,1.017470868315764,0.23982459282414187
49955,MeerKAT:array_1:20250729T173047Z,Gaia_6734181344866622336,19,600.0004445314407,-0.0427805938822227,63.371044,1,64,0.015625,1,1,18.513954479314766,-35.82856597142132
851,MeerKAT:array_1:20250710T030814Z,Gaia_2699040878547170944,16,551.9994331002235,-0.22245908818755805,62.223774,4,64,0.0625,2,1,21.52993696394814,5.086195634806841
181738,MeerKAT:array_1:20250712T222705Z,Gaia_2682777727182275456,21,623.9690162539482,-0.01711223755288908,62.173767,4,64,0.0625,1,1,22.190689488745548,2.189474297655267
29655,MeerKAT:array_1:20250715T002705Z,Gaia_2682487005140593920,1,575.9986666440964,0.2310152069640026,62.134148,3,64,0.046875,1,1,22.225960041531003,1.6945490040102467
29766,MeerKAT:array_1:20250715T002705Z,Gaia_2682748448390256000,32,575.9986666440964,0.2310152069640026,61.871323,3,64,0.046875,1,1,22.18379693040468,2.026398022327648
29679,MeerKAT:array_1:20250715T002705Z,Gaia_2682527038531164928,8,575.9986696839333,0.16256625675244626,61.64445,1,64,0.015625,1,1,22.197086300314137,1.5253226758817418
56496,MeerKAT:array_1:20250729T050525Z,Gaia_6526534760004678272,1,615.2238696217537,-0.03422447510577816,61.50173,2,64,0.03125,4,2,23.51633630980727,-47.83895311386833
181804,MeerKAT:array_1:20250712T222705Z,Gaia_2682776868188808448,38,623.9690162539482,-0.01711223755288908,61.50101,4,64,0.0625,1,1,22.196622585055863,2.2459500998583524
855,MeerKAT:array_1:20250710T030814Z,Gaia_2699028715199798912,18,551.9994331002235,-0.22245908818755805,61.162037,4,64,0.0625,2,1,21.514001496606696,4.8178986939651205
127983,MeerKAT:array_1:20250704T025554Z,Gaia_2682497764034027776,14,572.7175883054733,0.00855611877644454,60.66631,1,64,0.015625,1,1,22.23607603627589,1.65600274069291
29704,MeerKAT:array_1:20250715T002705Z,Gaia_2682594482402655616,15,575.9986747503281,0.05989283143511178,60.43396,2,64,0.03125,1,1,22.209673902802855,2.270413248556092
181847,MeerKAT:array_1:20250712T222705Z,ex_ATO_J333.2643+01.8359,49,623.9690162539482,-0.00855611877644454,60.322186,3,64,0.046875,1,1,22.217619066666668,1.8359450000000002
29701,MeerKAT:array_1:20250715T002705Z,Gaia_2682486219161952896,14,575.9986747503281,0.05989283143511178,60.20706,2,64,0.03125,1,1,22.221391693188664,1.6101941697353364
28788,MeerKAT:array_1:20250714T021749Z,Gaia_2682532948406193664,1,572.7164949774742,0.0427805938822227,59.778496,1,64,0.015625,2,1,22.18966764506789,1.6479133805547153
63828,MeerKAT:array_1:20250712T222705Z,Gaia_2682790852602355840,11,623.9690162539482,-0.05989283143511178,59.758553,2,64,0.03125,1,1,22.18322266592503,2.2587010541815276
63846,MeerKAT:array_1:20250712T222705Z,Gaia_2682519719906973312,47,623.9690162539482,0.02566835632933362,59.426956,1,64,0.015625,1,1,22.239711470840028,1.8921632714392702
84546,MeerKAT:array_1:20250729T173047Z,J1830-3602,0,647.2236002087593,-0.2310152069640026,59.075047,1,64,0.015625,12,1,18.516355555555556,-36.04169444444445
128378,MeerKAT:array_1:20250704T025554Z,Gaia_2682776868188808448,34,576.0017490386963,0.01711223755288908,58.915752,3,64,0.046875,1,1,22.196622585055863,2.2459500998583524
29856,MeerKAT:array_1:20250715T002705Z,Gaia_2682101321372939648,57,575.9986666440964,0.2310152069640026,58.61223,3,64,0.046875,1,1,22.191764548161178,1.3692785273035584
879,MeerKAT:array_1:20250710T030814Z,Gaia_2699010672041142528,30,551.9994280338287,-0.11978566287022356,57.96199,1,64,0.015625,2,1,21.505239505253016,4.912069487477975
7879,MeerKAT:array_1:20250730T231157Z,ex_PG_2208+014,30,551.9896610379219,-0.0427805938822227,57.64517,1,64,0.015625,1,1,22.179297733333332,1.6932200000000002
63823,MeerKAT:array_1:20250712T222705Z,Gaia_2682781747271676672,6,623.9690162539482,-0.05989283143511178,57.382126,2,64,0.03125,1,1,22.194145770897812,2.3487439524384195
29714,MeerKAT:array_1:20250715T002705Z,Gaia_2682528825237574144,18,575.9986737370491,0.07700506898800086,56.773903,1,64,0.015625,1,1,22.19354524038687,1.5985608781853347
36266,MeerKAT:array_1:20250721T203933Z,Gaia_2682469275515505536,14,575.000728726387,0.11122954409377903,56.734238,1,64,0.015625,1,1,22.23626879713263,1.5165676617373989
9308,MeerKAT:array_1:20250731T233401Z,Gaia_2536604592641468288,23,544.0826308727264,0.02566835632933362,56.41018,1,64,0.015625,1,1,0.9895326539229116,0.577441124201757
28707,MeerKAT:array_1:20250714T001713Z,Gaia_2682473987095080832,48,575.999146938324,0.23957132574044712,56.171955,2,64,0.03125,2,1,22.23059721583158,1.6089124388311955
28697,MeerKAT:array_1:20250714T001713Z,Gaia_2682485222729533952,46,575.999144911766,0.2310152069640026,55.744637,1,64,0.015625,3,1,22.22463210017585,1.590795284946337
67574,MeerKAT:array_1:20250713T175609Z,Gaia_1456306591259413504,6,625.0006629228592,0.17967849430533533,55.284363,3,64,0.046875,1,1,13.556781889142673,30.7723786001952
889,MeerKAT:array_1:20250710T030814Z,Gaia_2699241711217955200,35,551.9994331002235,-0.22245908818755805,54.606335,4,64,0.0625,2,1,21.498546318501788,5.1709636573116775
865,MeerKAT:array_1:20250710T030814Z,Gaia_2699247002617688704,23,551.9994331002235,-0.22245908818755805,54.497307,4,64,0.0625,2,1,21.493103206697906,5.313733222487622
9599,MeerKAT:array_1:20250731T233401Z,Gaia_2536499829799384448,58,551.9903196692467,0.02566835632933362,54.064896,2,64,0.03125,1,1,0.9656095516127117,0.2981917854532146
37041,MeerKAT:array_1:20250721T223354Z,Gaia_2682593417250767360,14,576.0401958823204,-0.0427805938822227,53.895126,1,64,0.015625,1,1,22.21616111987528,2.210176012264757
51352,MeerKAT:array_1:20250730T204925Z,Gaia_2699421721887095808,59,599.9705031514168,-0.0855611877644454,53.541138,4,64,0.0625,1,1,21.531554098972848,5.252076942869637
167148,MeerKAT:array_1:20250729T050525Z,Gaia_6526730851029764224,42,599.970079600811,0.01711223755288908,53.2073,1,64,0.015625,1,1,23.437433400961766,-47.563385679113246
67675,MeerKAT:array_1:20250713T175609Z,Gaia_1456305835345169024,29,625.0006629228592,0.17967849430533533,53.08096,3,64,0.046875,1,1,13.557532631993743,30.75641241030446
9608,MeerKAT:array_1:20250731T233401Z,Gaia_2536500521289276416,62,551.9903196692467,0.02566835632933362,52.91135,2,64,0.03125,1,1,0.9661925134259971,0.3363868009701565
