file,row,family,obsid,sourceName,frequency,driftRate,snr,n_beams
lband_short,9735,16,MeerKAT:array_1:20250731T025147Z,Gaia_2545285516117198208,863.9784925580025,-0.08200608650924786,42.186653,64
lband_short,464431,14,MeerKAT:array_1:20250719T011200Z,ex_2dFGRS_TGS543Z014,887.9780389815569,0.020501521627311965,42.178867,64
lband_short,8756,14,MeerKAT:array_1:20250731T004101Z,Gaia_2546802120608732032,863.9563093334436,-0.1127583689502158,42.178314,43
lband_short,37662,16,MeerKAT:array_1:20250702T225528Z,Gaia_6891250497874788096,887.9904531687498,-0.04100304325462393,42.177174,54
lband_short,7757,16,MeerKAT:array_1:20250719T030257Z,ex_2dFGRS_TGS544Z295,863.9844126552343,0.03075228244096795,42.17455,25
lband_short,15740,13,MeerKAT:array_1:20250706T074022Z,Gaia_4802492865427011328,874.9940396398306,-0.1230091297638718,42.1732,64
lband_short,29764,13,MeerKAT:array_1:20250713T073717Z,Gaia_5096283364504129024,874.9929857254028,-0.26651978115505554,42.17233,64
lband_short,447544,16,MeerKAT:array_1:20250731T041226Z,ex_SDSS_J002347.76+001920.4,863.9899947345257,-0.010250760813655982,42.171787,64
lband_short,456859,16,MeerKAT:array_1:20250712T010545Z,Gaia_4216957019031096576,874.9938164204359,0.020501521627311965,42.16911,64
lband_short,79799,16,MeerKAT:array_1:20250706T093833Z,Gaia_4802493415182816640,925.0036042034626,-0.08200608650924786,42.16832,5
lband_short,42158,16,MeerKAT:array_1:20250716T163236Z,Gaia_3966684116430170752,887.9570994079113,-0.04100304325462393,42.16568,19
lband_short,107716,13,MeerKAT:array_1:20250711T113506Z,ex_PGC0549578,924.9954407513142,-0.1845136946458077,42.16156,62
lband_short,36382,16,MeerKAT:array_1:20250701T205536Z,Gaia_1315538041701368064,887.9907545149326,-0.03075228244096795,42.161522,64
lband_short,63745,16,MeerKAT:array_1:20250701T065749Z,ex_PGC1164100,924.9920749217272,-0.08200608650924786,42.160896,64
