file,row,id,obsid,sourceName,beam,frequency,driftRate,snr,n_beams,beam_frac,weak_label,rfi_score,verdict
lband_long,275103,35826940,MeerKAT:array_1:20240319T020710Z,Gaia_2531005054799125888,16,1248.6045231074095,-0.20680503165328176,7.6057534,43,0.671875,1,0.003734612434049175,shortlist
uhf_long,58252,4543231,MeerKAT:array_1:20250715T124827Z,ex_2dFGRS_TGN262Z292,58,587.1294002532959,-0.05704079184296361,23.949545,58,0.90625,1,0.0037536380153546864,shortlist
lband_short,221691,21169798,MeerKAT:array_1:20250708T092055Z,Gaia_2973928612377503872,32,950.3906696289778,0.14351065139118374,42.841267,34,0.53125,1,0.0037614881341103148,shortlist
lband_short,309003,26028255,MeerKAT:array_1:20250712T010545Z,Gaia_4216953548697409280,10,959.8260625600815,0.09225684732290385,29.585434,36,0.5625,1,0.0037653877301460914,shortlist
uhf_long,79828,28005120,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131844.0-013821,34,611.7051236629486,-0.059077962980212305,36.94778,56,0.875,1,0.0037677671013755035,shortlist
uhf_long,116788,34828567,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131618.7-022454,13,648.5687087774277,-0.059077962980212305,52.976402,59,0.921875,1,0.0037712045311846347,shortlist
uhf_long,79809,28005101,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131627.2-021904,15,611.7051236629486,-0.059077962980212305,45.103878,56,0.875,1,0.0037785694492485154,shortlist
lband_long,177245,31535239,MeerKAT:array_1:20250722T155604Z,Gaia_6441064876450906624,43,950.3074614107609,-0.050440251622751654,13.090819,34,0.53125,1,0.003791656706441883,shortlist
lband_long,176911,31534768,MeerKAT:array_1:20250722T155604Z,Gaia_6441062913649971968,6,950.3074614107609,-0.050440251622751654,14.367585,34,0.53125,1,0.003807758259944845,shortlist
lband_long,177296,31535315,MeerKAT:array_1:20250722T155604Z,Gaia_6441085664092701440,49,950.3074614107609,-0.050440251622751654,14.821303,34,0.53125,1,0.00380859001856914,shortlist
lband_long,275098,35826930,MeerKAT:array_1:20240319T020710Z,Gaia_2531000381874689920,10,1248.6045231074095,-0.20680503165328176,6.5109115,43,0.671875,1,0.0038214443827697827,shortlist
uhf_long,79823,28005115,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131758.7-014439,29,611.7051236629486,-0.059077962980212305,55.268803,56,0.875,1,0.0038277012570824376,shortlist
lband_short,310051,26029665,MeerKAT:array_1:20250712T010545Z,Gaia_4216926881238499968,49,959.8260625600815,0.09225684732290385,30.321068,36,0.5625,1,0.00385344340092462,shortlist
uhf_long,71271,11382366,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131723.5-021125,24,599.4172619581223,-0.059077962980212305,31.75978,49,0.765625,1,0.0038562243932701735,shortlist
lband_short,308749,26027903,MeerKAT:array_1:20250712T010545Z,J2011-0644,0,959.8260625600815,0.09225684732290385,32.61997,36,0.5625,1,0.00386885419272274,shortlist
lband_short,166608,17892953,MeerKAT:array_1:20250706T022717Z,ex_SN_2006ng,2,951.6035258322954,0.1230091297638718,114.41974,33,0.515625,1,0.003891496613385836,shortlist
lband_long,195126,33076056,MeerKAT:array_1:20250731T141132Z,Gaia_5931576167771414912,48,950.4011067301035,0.06557232710957715,53.60699,34,0.53125,1,0.003908167236413676,shortlist
uhf_long,58258,4543237,MeerKAT:array_1:20250715T124827Z,ex_2dFGRS_TGN261Z260,61,587.1294002532959,-0.05704079184296361,21.087229,58,0.90625,1,0.003924433093919981,shortlist
lband_short,166817,17893662,MeerKAT:array_1:20250706T022717Z,ex_2XMMi_J002209.9+001629,8,951.6035258322954,0.1230091297638718,116.61054,33,0.515625,1,0.003941174854623899,shortlist
lband_long,194796,33074106,MeerKAT:array_1:20250731T141132Z,Gaia_5931528613889743616,8,950.4011067301035,0.06557232710957715,58.74398,34,0.53125,1,0.003947737608964936,shortlist
lband_short,309354,26028720,MeerKAT:array_1:20250712T010545Z,Gaia_4216771751323440128,23,959.8260625600815,0.09225684732290385,27.565998,36,0.5625,1,0.003954755476022633,shortlist
lband_short,281621,24369312,MeerKAT:array_1:20250711T095125Z,Gaia_4814653738907827328,29,950.3837450444698,-0.09225684732290385,27.419752,32,0.5,1,0.003969316581665971,shortlist
uhf_long,51637,1246543,MeerKAT:array_1:20250702T175345Z,ex_CRTS_J140601.7-375846,4,580.046847820282,0.05092927843121751,13.5876255,64,1.0,1,0.003987450004036872,shortlist
uhf_long,81284,33164425,MeerKAT:array_1:20250702T175345Z,Gaia_6117451425851110400,55,615.6699666976929,0.0366690804704766,6.0651684,61,0.953125,1,0.004061163328663978,shortlist
uhf_long,105093,33876795,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131831.2-020908,33,636.2808470726013,-0.059077962980212305,22.793653,44,0.6875,1,0.0040699008552701295,shortlist
lband_short,167383,17895671,MeerKAT:array_1:20250706T022717Z,ex_LEDA_1154760,25,951.6035258322954,0.1230091297638718,117.90873,33,0.515625,1,0.0040786006876779605,shortlist
sband_long,5120,1020999,MeerKAT:array_1:20250724T180802Z,Gaia_5883219233992403968,11,2226.410325150937,-0.20027623463968347,43.05058,42,0.65625,1,0.0041458959645431295,shortlist
lband_short,167126,17894730,MeerKAT:array_1:20250706T022717Z,ex_SDSS_J002347.76+001920.4,17,951.6035258322954,0.1230091297638718,113.75897,33,0.515625,1,0.004146542089849729,shortlist
uhf_long,79839,28005133,MeerKAT:array_1:20250715T124827Z,ex_2QZ_J131652.4-014400,47,611.7051236629486,-0.059077962980212305,34.894455,56,0.875,1,0.004154480331257726,shortlist
lband_short,310078,26029700,MeerKAT:array_1:20250712T010545Z,Gaia_4216980280574183936,50,959.8260625600815,0.09225684732290385,26.383163,36,0.5625,1,0.004162414436261644,shortlist
uhf_long,51673,1246579,MeerKAT:array_1:20250702T175345Z,Gaia_6120575963012884096,40,580.046847820282,0.05092927843121751,13.255108,64,1.0,1,0.004177984098571034,shortlist
lband_short,167938,17897653,MeerKAT:array_1:20250706T022717Z,Gaia_2545305754003087744,42,951.6035258322954,0.1230091297638718,114.526024,33,0.515625,1,0.00420160329273342,shortlist
lband_short,308927,26028150,MeerKAT:array_1:20250712T010545Z,Gaia_4216755980203494400,7,959.8260625600815,0.09225684732290385,27.954418,36,0.5625,1,0.004207847337653606,shortlist
uhf_long,71281,11382386,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131844.0-013821,34,599.4172619581223,-0.059077962980212305,58.07828,49,0.765625,1,0.0042191005518523814,shortlist
uhf_long,32358,987648,MeerKAT:array_1:20250715T135202Z,Gaia_6014445465704029440,57,562.5537295341492,-0.0529664495684662,23.643387,44,0.6875,1,0.004231965758506203,shortlist
uhf_short,23331,1109782,MeerKAT:array_1:20250713T002413Z,Gaia_2682594383618465536,4,575.9987963438034,0.15401013797600172,46.81191,62,0.96875,1,0.004242279502100067,shortlist
lband_long,275124,35826976,MeerKAT:array_1:20240319T020710Z,Gaia_2543036568160810496,32,1248.6045231074095,-0.20176100649100662,6.6502757,51,0.796875,1,0.004249517285847917,shortlist
lband_short,309968,26029555,MeerKAT:array_1:20250712T010545Z,Gaia_4216747218469577088,46,959.8121958523989,0.09225684732290385,24.020304,32,0.5,1,0.004272299793739872,shortlist
lband_short,281297,24368167,MeerKAT:array_1:20250711T095125Z,Gaia_4814654288663636096,10,950.3837450444698,-0.09225684732290385,28.565483,32,0.5,1,0.004309577494861747,shortlist
lband_short,309087,26028363,MeerKAT:array_1:20250712T010545Z,Gaia_4216962722747639424,13,959.8260625600815,0.09225684732290385,30.938046,36,0.5625,1,0.004320148955951016,shortlist
lband_short,222097,21172500,MeerKAT:array_1:20250708T092055Z,Gaia_2973618137782113280,60,950.3906696289778,0.14351065139118374,40.284805,34,0.53125,1,0.004356683325242209,shortlist
lband_long,176993,31534894,MeerKAT:array_1:20250722T155604Z,Gaia_6440677195523391744,16,950.3074614107609,-0.050440251622751654,13.324318,34,0.53125,1,0.004369468178460403,shortlist
uhf_long,79842,28005136,MeerKAT:array_1:20250715T124827Z,ex_LEDA_1099019,50,611.7051236629486,-0.059077962980212305,40.72574,56,0.875,1,0.004424272150395867,shortlist
lband_short,308850,26028043,MeerKAT:array_1:20250712T010545Z,Gaia_4216749005176332160,4,959.8121958523989,0.09225684732290385,23.53722,32,0.5,1,0.004437792019736799,shortlist
lband_short,308852,26028045,MeerKAT:array_1:20250712T010545Z,Gaia_4216749005176332160,4,959.8260625600815,0.09225684732290385,27.885384,36,0.5625,1,0.004444357928836893,shortlist
uhf_long,58193,4543171,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131757.4-021114,28,587.1294002532959,-0.059077962980212305,29.72327,57,0.890625,1,0.00446214398495453,shortlist
lband_short,310290,26029987,MeerKAT:array_1:20250712T010545Z,Gaia_4216983544749384576,58,959.8121958523989,0.09225684732290385,26.526812,32,0.5,1,0.004478877670381277,shortlist
lband_short,141577,15332342,MeerKAT:array_1:20250701T065749Z,ex_PGC1148792,7,950.4548244774342,0.05125380406827991,33.713215,34,0.53125,1,0.004492365441972126,shortlist
lband_short,309666,26029147,MeerKAT:array_1:20250712T010545Z,Gaia_4216749245694126976,35,959.8121958523989,0.09225684732290385,23.686798,32,0.5,1,0.004533534037005742,shortlist
lband_short,310370,26030098,MeerKAT:array_1:20250712T010545Z,Gaia_4216927950692329088,61,959.8121958523989,0.09225684732290385,23.194181,32,0.5,1,0.0045647336174613785,shortlist
lband_long,177332,31535365,MeerKAT:array_1:20250722T155604Z,Gaia_6440680390979062656,53,950.3074614107609,-0.050440251622751654,13.663591,34,0.53125,1,0.004569020052487261,shortlist
uhf_long,58187,4543165,MeerKAT:array_1:20250715T124827Z,ex_LBQS_1314-0216,25,587.1294002532959,-0.059077962980212305,17.784237,57,0.890625,1,0.004584172795585146,shortlist
uhf_long,105087,33876781,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131735.5-021504,26,636.2808470726013,-0.059077962980212305,16.35046,44,0.6875,1,0.004586699961940251,shortlist
lband_short,166643,17893075,MeerKAT:array_1:20250706T022717Z,ex_SN_2006pe,3,951.6035258322954,0.1230091297638718,106.56871,33,0.515625,1,0.004625011753206767,shortlist
lband_long,195090,33075862,MeerKAT:array_1:20250731T141132Z,Gaia_5931530572395037952,44,950.4011067301035,0.06557232710957715,57.116596,34,0.53125,1,0.004629131585084339,shortlist
uhf_long,81265,33164406,MeerKAT:array_1:20250702T175345Z,ex_ESO_384-61,35,615.6699666976929,0.038706251607725305,8.140307,61,0.953125,1,0.004634392810583648,shortlist
lband_short,221860,21170962,MeerKAT:array_1:20250708T092055Z,Gaia_2973638375667942272,44,950.3906696289778,0.14351065139118374,39.49441,34,0.53125,1,0.004678787595560213,shortlist
lband_short,308952,26028183,MeerKAT:array_1:20250712T010545Z,Gaia_4216735364359904640,8,959.8121958523989,0.09225684732290385,25.306458,32,0.5,1,0.004713850167479239,shortlist
sband_long,5190,1021143,MeerKAT:array_1:20250724T180802Z,Gaia_5883221776613100928,43,2226.410325150937,-0.20027623463968347,43.88671,42,0.65625,1,0.004715224172917944,shortlist
lband_short,309057,26028326,MeerKAT:array_1:20250712T010545Z,Gaia_4216765875807692288,12,959.8121958523989,0.09225684732290385,20.890776,32,0.5,1,0.004741172616975359,shortlist
lband_short,281766,24369808,MeerKAT:array_1:20250711T095125Z,Gaia_4814731151398254208,37,950.3958786129951,-0.09225684732290385,18.367458,33,0.515625,1,0.004748437530462712,shortlist
lband_short,281731,24369683,MeerKAT:array_1:20250711T095125Z,Gaia_4790693387673757440,35,950.3837450444698,-0.09225684732290385,26.330118,32,0.5,1,0.004748519511642266,shortlist
uhf_long,58183,4543161,MeerKAT:array_1:20250715T124827Z,ex_[VV2006]_J131716.7-014247,23,587.1294002532959,-0.05704079184296361,24.730076,58,0.90625,1,0.004764833372013857,shortlist
sband_long,5112,1020981,MeerKAT:array_1:20250724T180802Z,Gaia_5883217619084674688,7,2226.410325150937,-0.20027623463968347,42.182964,42,0.65625,1,0.004769108821694324,shortlist
uhf_short,15178,1035156,MeerKAT:array_1:20250730T204925Z,Gaia_2699260883952022400,44,563.9998924136162,-0.2909080383991144,18.544989,47,0.734375,1,0.004794586034053694,shortlist
lband_short,310153,26029806,MeerKAT:array_1:20250712T010545Z,Gaia_4216957019031096576,53,959.8121958523989,0.09225684732290385,22.862328,32,0.5,1,0.004862016491568478,shortlist
lband_long,194805,33074155,MeerKAT:array_1:20250731T141132Z,Gaia_5931565550622194816,9,950.4011067301035,0.06557232710957715,58.33091,34,0.53125,1,0.0048691391694273755,shortlist
lband_short,309467,26028865,MeerKAT:array_1:20250712T010545Z,Gaia_4216933929286962560,27,959.8121958523989,0.09225684732290385,22.828459,32,0.5,1,0.0048733279755435255,shortlist
lband_short,281406,24368528,MeerKAT:array_1:20250711T095125Z,Gaia_4790686034689728128,16,950.3837450444698,-0.09225684732290385,26.669914,32,0.5,1,0.004885837922791878,shortlist
